name, displayName, class, item block
"item.monsterPlacer","Spawn Ocelot","net.minecraft.item.ItemMonsterPlacer",""
"item.monsterPlacer","Spawn Horse","net.minecraft.item.ItemMonsterPlacer",""
"item.monsterPlacer","Spawn Villager","net.minecraft.item.ItemMonsterPlacer",""
"item.monsterPlacer","Spawn Duck","net.minecraft.item.ItemMonsterPlacer",""
"item.monsterPlacer","Spawn Little Spider","net.minecraft.item.ItemMonsterPlacer",""
"item.expBottle","Bottle o' Enchanting","net.minecraft.item.ItemExpBottle",""
"item.fireball","Fire Charge","net.minecraft.item.ItemFireball",""
"item.writingBook","Book and Quill","net.minecraft.item.ItemWritableBook",""
"item.writtenBook","Written Book","net.minecraft.item.ItemEditableBook",""
"item.emerald","Emerald","net.minecraft.item.Item",""
"item.frame","Item Frame","net.minecraft.item.ItemHangingEntity",""
"item.flowerPot","Flower Pot","net.minecraft.item.ItemReed",""
"item.carrots","Carrot","net.minecraft.item.ItemSeedFood",""
"item.potato","Potato","net.minecraft.item.ItemSeedFood",""
"item.potatoBaked","Baked Potato","net.minecraft.item.ItemFood",""
"item.potatoPoisonous","Poisonous Potato","net.minecraft.item.ItemFood",""
"item.emptyMap","Empty Map","net.minecraft.item.ItemEmptyMap",""
"item.carrotGolden","Golden Carrot","net.minecraft.item.ItemFood",""
"item.skull.skeleton","Skeleton Skull","net.minecraft.item.ItemSkull",""
"item.skull.wither","Wither Skeleton Skull","net.minecraft.item.ItemSkull",""
"item.skull.zombie","Zombie Head","net.minecraft.item.ItemSkull",""
"item.skull.char","Head","net.minecraft.item.ItemSkull",""
"item.skull.creeper","Creeper Head","net.minecraft.item.ItemSkull",""
"item.carrotOnAStick","Carrot on a Stick","net.minecraft.item.ItemCarrotOnAStick",""
"item.netherStar","Nether Star","net.minecraft.item.ItemSimpleFoiled",""
"item.pumpkinPie","Pumpkin Pie","net.minecraft.item.ItemFood",""
"item.fireworks","Firework Rocket","net.minecraft.item.ItemFirework",""
"item.fireworksCharge","Firework Star","net.minecraft.item.ItemFireworkCharge",""
"item.enchantedBook","Enchanted Book","net.minecraft.item.ItemEnchantedBook",""
"item.comparator","Redstone Comparator","net.minecraft.item.ItemReed",""
"item.netherbrick","Nether Brick","net.minecraft.item.Item",""
"item.netherquartz","Nether Quartz","net.minecraft.item.Item",""
"item.minecartTnt","Minecart with TNT","net.minecraft.item.ItemMinecart",""
"item.minecartHopper","Minecart with Hopper","net.minecraft.item.ItemMinecart",""
"tile.jaffas.generator","Generator","net.minecraft.item.ItemBlock","monnef.jaffas.power.block.BlockGenerator"
"tile.jaffas.antenna","Small Antenna","net.minecraft.item.ItemBlock","monnef.jaffas.power.block.BlockAntenna"
"tile.jaffas.lightningConductor","Lightning Conductor","net.minecraft.item.ItemBlock","monnef.jaffas.power.block.BlockLightningConductor"
"tile.jaffas.kitchenUnit.kitchenUnit0","Kitchen Unit 1","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.power.block.BlockKitchenUnit"
"tile.jaffas.kitchenUnit.kitchenUnit1","Kitchen Unit 2","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.power.block.BlockKitchenUnit"
"tile.jaffas.kitchenUnit.kitchenUnit2","Kitchen Unit 3","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.power.block.BlockKitchenUnit"
"tile.jaffas.grinder","Grinder","net.minecraft.item.ItemBlock","monnef.jaffas.power.block.BlockGrinder"
"tile.jaffas.toaster","Toaster","net.minecraft.item.ItemBlock","monnef.jaffas.power.block.BlockToaster"
"tile.jaffas.webHarvester","Cobweb Harvester","net.minecraft.item.ItemBlock","monnef.jaffas.power.block.BlockWebHarvester"
"tile.jaffas.windGenerator","Wind Generator","net.minecraft.item.ItemBlock","monnef.jaffas.power.block.BlockWindGenerator"
"item.horsearmormetal","Iron Horse Armor","net.minecraft.item.Item",""
"item.horsearmorgold","Gold Horse Armor","net.minecraft.item.Item",""
"item.horsearmordiamond","Diamond Horse Armor","net.minecraft.item.Item",""
"item.leash","Lead","net.minecraft.item.ItemLead",""
"item.nameTag","Name Tag","net.minecraft.item.ItemNameTag",""
"item.minecartCommandBlock","Minecart with Command Block","net.minecraft.item.ItemMinecart",""
"tile.jaffas.juiceMaker","Juice Maker 1000","net.minecraft.item.ItemBlock","monnef.jaffas.power.block.BlockJuiceMaker"
"tile.jaffas.decoLamp.black","Black Decorative Lamp","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.technic.block.BlockLamp"
"tile.jaffas.decoLamp.red","Red Decorative Lamp","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.technic.block.BlockLamp"
"tile.jaffas.decoLamp.green","Green Decorative Lamp","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.technic.block.BlockLamp"
"tile.jaffas.decoLamp.brown","Brown Decorative Lamp","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.technic.block.BlockLamp"
"tile.jaffas.decoLamp.blue","Blue Decorative Lamp","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.technic.block.BlockLamp"
"tile.jaffas.decoLamp.purple","Purple Decorative Lamp","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.technic.block.BlockLamp"
"tile.jaffas.decoLamp.cyan","Cyan Decorative Lamp","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.technic.block.BlockLamp"
"tile.jaffas.decoLamp.silver","Silver Decorative Lamp","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.technic.block.BlockLamp"
"tile.jaffas.decoLamp.gray","Gray Decorative Lamp","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.technic.block.BlockLamp"
"tile.jaffas.decoLamp.pink","Pink Decorative Lamp","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.technic.block.BlockLamp"
"tile.jaffas.decoLamp.lime","Lime Decorative Lamp","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.technic.block.BlockLamp"
"tile.jaffas.decoLamp.yellow","Yellow Decorative Lamp","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.technic.block.BlockLamp"
"tile.jaffas.decoLamp.lightBlue","Light Blue Decorative Lamp","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.technic.block.BlockLamp"
"tile.jaffas.decoLamp.magenta","Magenta Decorative Lamp","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.technic.block.BlockLamp"
"tile.jaffas.decoLamp.orange","Orange Decorative Lamp","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.technic.block.BlockLamp"
"tile.jaffas.decoLamp.white","White Decorative Lamp","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.technic.block.BlockLamp"
"tile.jaffas.stainedPlanks.black","Black Stained Planks","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockLightlyTintedMulti"
"tile.jaffas.stainedPlanks.red","Red Stained Planks","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockLightlyTintedMulti"
"tile.jaffas.stainedPlanks.green","Green Stained Planks","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockLightlyTintedMulti"
"tile.jaffas.stainedPlanks.brown","Brown Stained Planks","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockLightlyTintedMulti"
"tile.jaffas.stainedPlanks.blue","Blue Stained Planks","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockLightlyTintedMulti"
"tile.jaffas.stainedPlanks.purple","Purple Stained Planks","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockLightlyTintedMulti"
"tile.jaffas.stainedPlanks.cyan","Cyan Stained Planks","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockLightlyTintedMulti"
"tile.jaffas.stainedPlanks.silver","Silver Stained Planks","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockLightlyTintedMulti"
"tile.jaffas.stainedPlanks.gray","Gray Stained Planks","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockLightlyTintedMulti"
"tile.jaffas.stainedPlanks.pink","Pink Stained Planks","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockLightlyTintedMulti"
"tile.jaffas.stainedPlanks.lime","Lime Stained Planks","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockLightlyTintedMulti"
"tile.jaffas.stainedPlanks.yellow","Yellow Stained Planks","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockLightlyTintedMulti"
"tile.jaffas.stainedPlanks.lightBlue","Light blue Stained Planks","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockLightlyTintedMulti"
"tile.jaffas.stainedPlanks.magenta","Magenta Stained Planks","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockLightlyTintedMulti"
"tile.jaffas.stainedPlanks.orange","Orange Stained Planks","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockLightlyTintedMulti"
"tile.jaffas.stainedPlanks.white","White Stained Planks","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockLightlyTintedMulti"
"tile.jaffas.stainedStone.black","Black Stained Stone","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockTintedMulti"
"tile.jaffas.stainedStone.red","Red Stained Stone","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockTintedMulti"
"tile.jaffas.stainedStone.green","Green Stained Stone","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockTintedMulti"
"tile.jaffas.stainedStone.brown","Brown Stained Stone","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockTintedMulti"
"tile.jaffas.stainedStone.blue","Blue Stained Stone","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockTintedMulti"
"tile.jaffas.stainedStone.purple","Purple Stained Stone","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockTintedMulti"
"tile.jaffas.stainedStone.cyan","Cyan Stained Stone","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockTintedMulti"
"tile.jaffas.stainedStone.silver","Silver Stained Stone","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockTintedMulti"
"tile.jaffas.stainedStone.gray","Gray Stained Stone","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockTintedMulti"
"tile.jaffas.stainedStone.pink","Pink Stained Stone","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockTintedMulti"
"tile.jaffas.stainedStone.lime","Lime Stained Stone","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockTintedMulti"
"tile.jaffas.stainedStone.yellow","Yellow Stained Stone","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockTintedMulti"
"tile.jaffas.stainedStone.lightBlue","Light blue Stained Stone","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockTintedMulti"
"tile.jaffas.stainedStone.magenta","Magenta Stained Stone","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockTintedMulti"
"tile.jaffas.stainedStone.orange","Orange Stained Stone","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockTintedMulti"
"tile.jaffas.stainedStone.white","White Stained Stone","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockTintedMulti"
"tile.jaffas.stainedPolishedStone.black","Black Polished Stained Stone","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockLightlyTintedMulti"
"tile.jaffas.stainedPolishedStone.red","Red Polished Stained Stone","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockLightlyTintedMulti"
"tile.jaffas.stainedPolishedStone.green","Green Polished Stained Stone","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockLightlyTintedMulti"
"tile.jaffas.stainedPolishedStone.brown","Brown Polished Stained Stone","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockLightlyTintedMulti"
"tile.jaffas.stainedPolishedStone.blue","Blue Polished Stained Stone","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockLightlyTintedMulti"
"tile.jaffas.stainedPolishedStone.purple","Purple Polished Stained Stone","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockLightlyTintedMulti"
"tile.jaffas.stainedPolishedStone.cyan","Cyan Polished Stained Stone","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockLightlyTintedMulti"
"tile.jaffas.stainedPolishedStone.silver","Silver Polished Stained Stone","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockLightlyTintedMulti"
"tile.jaffas.stainedPolishedStone.gray","Gray Polished Stained Stone","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockLightlyTintedMulti"
"tile.jaffas.stainedPolishedStone.pink","Pink Polished Stained Stone","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockLightlyTintedMulti"
"tile.jaffas.stainedPolishedStone.lime","Lime Polished Stained Stone","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockLightlyTintedMulti"
"tile.jaffas.stainedPolishedStone.yellow","Yellow Polished Stained Stone","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockLightlyTintedMulti"
"tile.jaffas.stainedPolishedStone.lightBlue","Light blue Polished Stained Stone","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockLightlyTintedMulti"
"tile.jaffas.stainedPolishedStone.magenta","Magenta Polished Stained Stone","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockLightlyTintedMulti"
"tile.jaffas.stainedPolishedStone.orange","Orange Polished Stained Stone","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockLightlyTintedMulti"
"tile.jaffas.stainedPolishedStone.white","White Polished Stained Stone","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockLightlyTintedMulti"
"tile.jaffas.giantCandyCane","Candy Cane","net.minecraft.item.ItemBlock","monnef.jaffas.xmas.block.BlockCandy"
"tile.jaffas.smallBrickWall.black","Black Small Brick Wall","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockBricks"
"tile.jaffas.smallBrickWall.red","Red Small Brick Wall","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockBricks"
"tile.jaffas.smallBrickWall.green","Green Small Brick Wall","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockBricks"
"tile.jaffas.smallBrickWall.brown","Brown Small Brick Wall","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockBricks"
"tile.jaffas.smallBrickWall.blue","Blue Small Brick Wall","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockBricks"
"tile.jaffas.smallBrickWall.purple","Purple Small Brick Wall","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockBricks"
"tile.jaffas.smallBrickWall.cyan","Cyan Small Brick Wall","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockBricks"
"tile.jaffas.smallBrickWall.silver","Silver Small Brick Wall","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockBricks"
"tile.jaffas.smallBrickWall.gray","Gray Small Brick Wall","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockBricks"
"tile.jaffas.smallBrickWall.pink","Pink Small Brick Wall","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockBricks"
"tile.jaffas.smallBrickWall.lime","Lime Small Brick Wall","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockBricks"
"tile.jaffas.smallBrickWall.yellow","Yellow Small Brick Wall","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockBricks"
"tile.jaffas.smallBrickWall.lightBlue","Light blue Small Brick Wall","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockBricks"
"tile.jaffas.smallBrickWall.magenta","Magenta Small Brick Wall","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockBricks"
"tile.jaffas.smallBrickWall.orange","Orange Small Brick Wall","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockBricks"
"tile.jaffas.smallBrickWall.white","White Small Brick Wall","monnef.jaffas.food.block.ItemBlockJaffas","monnef.jaffas.food.block.BlockBricks"
"tile.jaffas.mustard","Mustard Plant","net.minecraft.item.ItemBlock","monnef.jaffas.trees.block.BlockJaffaCrops"
"tile.jaffas.coffee","Coffee Plant","net.minecraft.item.ItemBlock","monnef.jaffas.trees.block.BlockJaffaCrops"
"tile.jaffas.peanuts","Peanuts Plant","net.minecraft.item.ItemBlock","monnef.jaffas.trees.block.BlockJaffaCrops"
"tile.jaffas.tomato","Tomato Plant","net.minecraft.item.ItemBlock","monnef.jaffas.trees.block.BlockJaffaCrops"
"tile.jaffas.paprika","Pepper Plant","net.minecraft.item.ItemBlock","monnef.jaffas.trees.block.BlockJaffaCrops"
"tile.jaffas.bean","Bean Plant","net.minecraft.item.ItemBlock","monnef.jaffas.trees.block.BlockJaffaCrops"
"tile.jaffas.pea","Pea Plant","net.minecraft.item.ItemBlock","monnef.jaffas.trees.block.BlockJaffaCrops"
"tile.jaffas.raspberry","Raspberry Plant","net.minecraft.item.ItemBlock","monnef.jaffas.trees.block.BlockJaffaCrops"
"tile.jaffas.strawberry","Strawberry Plant","net.minecraft.item.ItemBlock","monnef.jaffas.trees.block.BlockJaffaCrops"
"tile.jaffas.onion","Onion Plant","net.minecraft.item.ItemBlock","monnef.jaffas.trees.block.BlockJaffaCrops"
"item.record","Music Disc","net.minecraft.item.ItemRecord",""
"item.record","Music Disc","net.minecraft.item.ItemRecord",""
"item.record","Music Disc","net.minecraft.item.ItemRecord",""
"item.record","Music Disc","net.minecraft.item.ItemRecord",""
"item.record","Music Disc","net.minecraft.item.ItemRecord",""
"item.record","Music Disc","net.minecraft.item.ItemRecord",""
"item.record","Music Disc","net.minecraft.item.ItemRecord",""
"item.record","Music Disc","net.minecraft.item.ItemRecord",""
"item.record","Music Disc","net.minecraft.item.ItemRecord",""
"item.record","Music Disc","net.minecraft.item.ItemRecord",""
"item.record","Music Disc","net.minecraft.item.ItemRecord",""
"item.record","Music Disc","net.minecraft.item.ItemRecord",""
"item.jaffas.jaffaSword","Jaffa Sword","monnef.jaffas.food.item.ItemJaffaSword",""
"item.jaffas.coffee.seeds","Coffee Seeds","monnef.jaffas.trees.item.ItemJaffaSeeds",""
"item.jaffas.strawberry.seeds","Strawberry Seeds","monnef.jaffas.trees.item.ItemJaffaSeeds",""
"item.jaffas.onion.seeds","Onion Seeds","monnef.jaffas.trees.item.ItemJaffaSeeds",""
"item.jaffas.paprika.seeds","Pepper Seeds","monnef.jaffas.trees.item.ItemJaffaSeeds",""
"item.jaffas.raspberry.seeds","Raspberry Seeds","monnef.jaffas.trees.item.ItemJaffaSeeds",""
"item.jaffas.tomato.seeds","Tomato Seeds","monnef.jaffas.trees.item.ItemJaffaSeeds",""
"item.jaffas.mustard.seeds","Little Mustard Seeds","monnef.jaffas.trees.item.ItemJaffaSeeds",""
"item.jaffas.peanuts.seeds","Little Peanuts","monnef.jaffas.trees.item.ItemJaffaSeeds",""
"item.jaffas.pea.seeds","Little Peas","monnef.jaffas.trees.item.ItemJaffaSeeds",""
"item.jaffas.bean.seeds","Little Beans","monnef.jaffas.trees.item.ItemJaffaSeeds",""
"item.jaffas.unknownSeeds","Unknown Seeds","monnef.jaffas.trees.item.ItemTrees",""
"item.jaffas.plantingBagSmall","Small Farmer's Planting Bag","monnef.jaffas.trees.item.ItemBagPlanting",""
"item.jaffas.plantingBagMedium","Medium Farmer's Planting Bag","monnef.jaffas.trees.item.ItemBagPlanting",""
"item.jaffas.plantingBagBig","Big Farmer's Planting Bag","monnef.jaffas.trees.item.ItemBagPlanting",""
"item.jaffas.collectingBag","Farmer's Collecting Bag","monnef.jaffas.trees.item.ItemBagCollecting",""
"item.jaffas.jaffarrol","Jaffarrol Ingot","monnef.jaffas.technic.item.ItemTechnic",""
"item.jaffas.jaffarrolRaw","Raw Jaffarrol","monnef.jaffas.technic.item.ItemTechnic",""
"item.jaffas.jaffarrolDust","Jaffarrol Dust","monnef.jaffas.technic.item.ItemTechnic",""
"item.jaffas.compost","Compost","monnef.jaffas.technic.item.ItemCompost",""
"item.jaffas.colourfulGems","Colourful Gems","monnef.jaffas.technic.item.ItemTechnic",""
"item.jaffas.rainbowDust","Rainbow Dust","monnef.jaffas.technic.item.ItemTechnic",""
"item.jaffas.highPlantPost","Plant Post","monnef.jaffas.technic.item.ItemHightPlantPost",""
"item.jaffas.hop","Hop","monnef.jaffas.technic.item.ItemTechnic",""
"item.jaffas.hopProcessed","Beer Mixture","monnef.jaffas.technic.item.ItemTechnic",""
"item.jaffas.hopProcessedInBucket","Beer Mixture In Bucket","monnef.jaffas.technic.item.ItemTechnic",""
"item.jaffas.brewedHopInBucket","Hopped Wort","monnef.jaffas.technic.item.ItemTechnic",""
"item.jaffas.hopSeeds","Hop Seeds","monnef.jaffas.technic.item.ItemTechnic",""
"item.jaffas.hopWeatMixture","Mixture of Hop and Wheat","monnef.jaffas.technic.item.ItemTechnic",""
"item.jaffas.itemKeg.kegEmpty","Keg - Empty","monnef.jaffas.technic.item.ItemKeg",""
"item.jaffas.itemKeg.kegBeer","Keg - Beer","monnef.jaffas.technic.item.ItemKeg",""
"item.jaffas.itemKeg.kegWine","Keg - Wine","monnef.jaffas.technic.item.ItemKeg",""
"item.jaffas.itemFermenter","Fermenter","monnef.jaffas.technic.item.ItemFermenter",""
"item.jaffas.jaffarrolNugget","Jaffarrol Nugget","monnef.jaffas.technic.item.ItemTechnic",""
"item.jaffas.axeJaffarrol","Jaffarrol Axe","monnef.jaffas.technic.item.ItemAxeTechnic",""
"item.jaffas.axeJaffarrol","Jaffarrol Axe","monnef.jaffas.technic.item.ItemAxeTechnic",""
"item.jaffas.pickaxeJaffarrol","Jaffarrol Pickaxe","monnef.jaffas.technic.item.ItemPickaxeTechnic",""
"item.jaffas.pickaxeJaffarrol","Jaffarrol Pickaxe","monnef.jaffas.technic.item.ItemPickaxeTechnic",""
"item.jaffas.spadeJaffarrol","Jaffarrol Shovel","monnef.jaffas.technic.item.ItemSpadeTechnic",""
"item.jaffas.spadeJaffarrol","Jaffarrol Shovel","monnef.jaffas.technic.item.ItemSpadeTechnic",""
"item.jaffas.hoeJaffarrol","Jaffarrol Hoe","monnef.jaffas.technic.item.ItemHoeTechnic",""
"item.jaffas.hoeJaffarrol","Jaffarrol Hoe","monnef.jaffas.technic.item.ItemHoeTechnic",""
"item.jaffas.swordJaffarrol","Jaffarrol Sword","monnef.jaffas.technic.item.ItemSwordTechnic",""
"item.jaffas.swordJaffarrol","Jaffarrol Sword","monnef.jaffas.technic.item.ItemSwordTechnic",""
"item.jaffas.jaffasFungus.porcino","Porcino","monnef.jaffas.technic.item.ItemFungus",""
"item.jaffas.jaffasFungus.parasol","Parasol","monnef.jaffas.technic.item.ItemFungus",""
"item.jaffas.jaffasFungus.flyAgaric","Fly Agaric","monnef.jaffas.technic.item.ItemFungus",""
"item.jaffas.knifeMushroom","Mushroom Knife","monnef.jaffas.technic.item.ItemMushroomKnife",""
"item.jaffas.itemLinkTool","Link Gun","monnef.jaffas.power.item.ItemLinkTool",""
"item.jaffas.windTurbineWooden","Wooden Wind Turbine","monnef.jaffas.power.item.ItemWindTurbine",""
"item.jaffas.windTurbineMill","Windmill","monnef.jaffas.power.item.ItemWindTurbine",""
"item.jaffas.windTurbineMill","Windmill","monnef.jaffas.power.item.ItemWindTurbine",""
"item.jaffas.windTurbineMill","Windmill","monnef.jaffas.power.item.ItemWindTurbine",""
"item.jaffas.windTurbineMill","Windmill","monnef.jaffas.power.item.ItemWindTurbine",""
"item.jaffas.windTurbineMill","Windmill","monnef.jaffas.power.item.ItemWindTurbine",""
"item.jaffas.windTurbineMill","Windmill","monnef.jaffas.power.item.ItemWindTurbine",""
"item.jaffas.windTurbineMill","Windmill","monnef.jaffas.power.item.ItemWindTurbine",""
"item.jaffas.windTurbineMill","Windmill","monnef.jaffas.power.item.ItemWindTurbine",""
"item.jaffas.windTurbineMill","Windmill","monnef.jaffas.power.item.ItemWindTurbine",""
"item.jaffas.windTurbineMill","Windmill","monnef.jaffas.power.item.ItemWindTurbine",""
"item.jaffas.windTurbineMill","Windmill","monnef.jaffas.power.item.ItemWindTurbine",""
"item.jaffas.windTurbineMill","Windmill","monnef.jaffas.power.item.ItemWindTurbine",""
"item.jaffas.windTurbineMill","Windmill","monnef.jaffas.power.item.ItemWindTurbine",""
"item.jaffas.windTurbineMill","Windmill","monnef.jaffas.power.item.ItemWindTurbine",""
"item.jaffas.windTurbineMill","Windmill","monnef.jaffas.power.item.ItemWindTurbine",""
"item.jaffas.windTurbineMill","Windmill","monnef.jaffas.power.item.ItemWindTurbine",""
"item.jaffas.windTurbineMill","Windmill","monnef.jaffas.power.item.ItemWindTurbine",""
"item.jaffas.windTurbineMill","Windmill","monnef.jaffas.power.item.ItemWindTurbine",""
"item.jaffas.windTurbineMill","Windmill","monnef.jaffas.power.item.ItemWindTurbine",""
"item.jaffas.windTurbineMill","Windmill","monnef.jaffas.power.item.ItemWindTurbine",""
"item.jaffas.windTurbineMill","Windmill","monnef.jaffas.power.item.ItemWindTurbine",""
"item.jaffas.windTurbineMill","Windmill","monnef.jaffas.power.item.ItemWindTurbine",""
"item.jaffas.windTurbineMill","Windmill","monnef.jaffas.power.item.ItemWindTurbine",""
"item.jaffas.windTurbineMill","Windmill","monnef.jaffas.power.item.ItemWindTurbine",""
"item.jaffas.windTurbineMill","Windmill","monnef.jaffas.power.item.ItemWindTurbine",""
"item.jaffas.windTurbineMill","Windmill","monnef.jaffas.power.item.ItemWindTurbine",""
"item.jaffas.windTurbineMill","Windmill","monnef.jaffas.power.item.ItemWindTurbine",""
"item.jaffas.windTurbineMill","Windmill","monnef.jaffas.power.item.ItemWindTurbine",""
"item.jaffas.windTurbineMill","Windmill","monnef.jaffas.power.item.ItemWindTurbine",""
"item.jaffas.windTurbineMill","Windmill","monnef.jaffas.power.item.ItemWindTurbine",""
"item.jaffas.windTurbineMill","Windmill","monnef.jaffas.power.item.ItemWindTurbine",""
"item.jaffas.windTurbineMill","Windmill","monnef.jaffas.power.item.ItemWindTurbine",""
"item.jaffas.stickImpregnated","Impregnated Stick","monnef.jaffas.trees.item.ItemTrees",""
"item.jaffas.fruitPicker","Fruit Picker","monnef.jaffas.trees.item.ItemTrees",""
"item.jaffas.fruitPickerHead","Head of Fruit Picker","monnef.jaffas.trees.item.ItemTrees",""
"item.jaffas.rod","Reinforced Rod","monnef.jaffas.trees.item.ItemTrees",""
"item.jaffas.coconut","Coconut","monnef.jaffas.trees.item.ItemJaffaBerry",""
"item.jaffas.lemon","Lemon","monnef.jaffas.trees.item.ItemJaffaBerry",""
